layer,module,loss,samples,damp,time
0,self_attn.k_proj,0.0000083893,0.01000,1.180
0,self_attn.v_proj,0.0000010061,0.01000,0.896
0,self_attn.q_proj,0.0000389046,0.01000,1.030
0,self_attn.o_proj,0.0000032548,0.01000,0.892
0,mlp.up_proj,0.0000272043,0.01000,1.295
0,mlp.gate_proj,0.0000351007,0.01000,1.466
0,mlp.down_proj,0.0000062726,0.01000,6.278
1,self_attn.k_proj,0.0000018835,0.01000,0.810
1,self_attn.v_proj,0.0000003487,0.01000,0.955
1,self_attn.q_proj,0.0000067510,0.01000,1.069
1,self_attn.o_proj,0.0000009698,0.01000,0.890
1,mlp.up_proj,0.0006117652,0.01000,1.248
1,mlp.gate_proj,0.0008478720,0.01000,1.487
1,mlp.down_proj,0.0000012791,0.01000,5.747
2,self_attn.k_proj,0.0000024151,0.01000,0.804
2,self_attn.v_proj,0.0000005594,0.01000,0.924
2,self_attn.q_proj,0.0000107602,0.01000,1.065
2,self_attn.o_proj,0.0000007703,0.01000,0.871
2,mlp.up_proj,0.0003254836,0.01000,1.271
2,mlp.gate_proj,0.0002636967,0.01000,1.456
2,mlp.down_proj,0.0001081412,0.01000,5.733
3,self_attn.k_proj,0.0000100072,0.01000,0.807
3,self_attn.v_proj,0.0000019578,0.01000,0.924
3,self_attn.q_proj,0.0000480658,0.01000,1.040
3,self_attn.o_proj,0.0000013451,0.01000,0.857
3,mlp.up_proj,0.0005035094,0.01000,1.245
3,mlp.gate_proj,0.0004897092,0.01000,1.455
3,mlp.down_proj,0.0000063709,0.01000,6.052
4,self_attn.k_proj,0.0000063935,0.01000,0.806
4,self_attn.v_proj,0.0000020861,0.01000,0.958
4,self_attn.q_proj,0.0000323713,0.01000,1.066
4,self_attn.o_proj,0.0000026154,0.01000,0.848
4,mlp.up_proj,0.0003883016,0.01000,1.264
4,mlp.gate_proj,0.0004871216,0.01000,1.444
4,mlp.down_proj,0.0000078889,0.01000,5.866
5,self_attn.k_proj,0.0000101165,0.01000,0.818
5,self_attn.v_proj,0.0000031677,0.01000,0.947
5,self_attn.q_proj,0.0000567612,0.01000,1.054
5,self_attn.o_proj,0.0000016631,0.01000,0.872
5,mlp.up_proj,0.0006297258,0.01000,1.315
5,mlp.gate_proj,0.0007558482,0.01000,1.439
5,mlp.down_proj,0.0000121121,0.01000,5.965
6,self_attn.k_proj,0.0000082205,0.01000,0.804
6,self_attn.v_proj,0.0000046275,0.01000,0.928
6,self_attn.q_proj,0.0000476209,0.01000,1.035
6,self_attn.o_proj,0.0000053725,0.01000,0.901
6,mlp.up_proj,0.0009053394,0.01000,1.274
6,mlp.gate_proj,0.0010428249,0.01000,1.484
6,mlp.down_proj,0.0000150397,0.01000,5.874
7,self_attn.k_proj,0.0000107250,0.01000,0.835
7,self_attn.v_proj,0.0000066212,0.01000,0.975
7,self_attn.q_proj,0.0000703421,0.01000,1.040
7,self_attn.o_proj,0.0000030496,0.01000,0.869
7,mlp.up_proj,0.0009756119,0.01000,1.378
7,mlp.gate_proj,0.0011980842,0.01000,1.620
7,mlp.down_proj,0.0000249222,0.01000,5.818
8,self_attn.k_proj,0.0000116734,0.01000,0.832
8,self_attn.v_proj,0.0000079254,0.01000,0.934
8,self_attn.q_proj,0.0000762979,0.01000,1.014
8,self_attn.o_proj,0.0000041901,0.01000,0.867
8,mlp.up_proj,0.0010074566,0.01000,1.258
8,mlp.gate_proj,0.0014544176,0.01000,1.448
8,mlp.down_proj,0.0000306081,0.01000,5.739
9,self_attn.k_proj,0.0000118347,0.01000,0.819
9,self_attn.v_proj,0.0000065956,0.01000,0.980
9,self_attn.q_proj,0.0000663535,0.01000,1.031
9,self_attn.o_proj,0.0000068234,0.01000,0.836
9,mlp.up_proj,0.0009249078,0.01000,1.254
9,mlp.gate_proj,0.0013915842,0.01000,1.446
9,mlp.down_proj,0.0000364900,0.01000,5.755
10,self_attn.k_proj,0.0000131780,0.01000,0.800
10,self_attn.v_proj,0.0000090194,0.01000,0.961
10,self_attn.q_proj,0.0000897318,0.01000,1.032
10,self_attn.o_proj,0.0000064201,0.01000,0.878
10,mlp.up_proj,0.0007136104,0.01000,1.289
10,mlp.gate_proj,0.0010900275,0.01000,1.461
10,mlp.down_proj,0.0000451023,0.01000,5.799
11,self_attn.k_proj,0.0000105252,0.01000,0.788
11,self_attn.v_proj,0.0000087570,0.01000,0.942
11,self_attn.q_proj,0.0000682701,0.01000,1.070
11,self_attn.o_proj,0.0000097758,0.01000,0.887
11,mlp.up_proj,0.0004411040,0.01000,1.263
11,mlp.gate_proj,0.0006090208,0.01000,1.491
11,mlp.down_proj,0.0000512303,0.01000,5.855
12,self_attn.k_proj,0.0000112810,0.01000,0.826
12,self_attn.v_proj,0.0000078485,0.01000,0.953
12,self_attn.q_proj,0.0000738625,0.01000,1.070
12,self_attn.o_proj,0.0000094840,0.01000,0.879
12,mlp.up_proj,0.0004819809,0.01000,1.260
12,mlp.gate_proj,0.0006855995,0.01000,1.454
12,mlp.down_proj,0.0000489582,0.01000,5.789
13,self_attn.k_proj,0.0000140044,0.01000,0.784
13,self_attn.v_proj,0.0000045889,0.01000,0.968
13,self_attn.q_proj,0.0000701099,0.01000,1.060
13,self_attn.o_proj,0.0000058681,0.01000,0.898
13,mlp.up_proj,0.0003662789,0.01000,1.277
13,mlp.gate_proj,0.0003816389,0.01000,1.445
13,mlp.down_proj,0.0000461001,0.01000,5.791
14,self_attn.k_proj,0.0000099621,0.01000,0.819
14,self_attn.v_proj,0.0000058805,0.01000,0.954
14,self_attn.q_proj,0.0000636099,0.01000,1.031
14,self_attn.o_proj,0.0000133343,0.01000,0.858
14,mlp.up_proj,0.0003528272,0.01000,1.291
14,mlp.gate_proj,0.0003647747,0.01000,1.432
14,mlp.down_proj,0.0000425383,0.01000,5.974
15,self_attn.k_proj,0.0000101759,0.01000,0.821
15,self_attn.v_proj,0.0000058167,0.01000,0.933
15,self_attn.q_proj,0.0000636963,0.01000,1.025
15,self_attn.o_proj,0.0000120679,0.01000,0.889
15,mlp.up_proj,0.0003173984,0.01000,1.256
15,mlp.gate_proj,0.0002988168,0.01000,1.469
15,mlp.down_proj,0.0000393913,0.01000,5.864
16,self_attn.k_proj,0.0000116583,0.01000,0.805
16,self_attn.v_proj,0.0000067631,0.01000,0.954
16,self_attn.q_proj,0.0000725052,0.01000,1.041
16,self_attn.o_proj,0.0000130313,0.01000,0.887
16,mlp.up_proj,0.0003132519,0.01000,1.263
16,mlp.gate_proj,0.0003189468,0.01000,1.516
16,mlp.down_proj,0.0000341791,0.01000,5.901
17,self_attn.k_proj,0.0000169903,0.01000,0.811
17,self_attn.v_proj,0.0000076806,0.01000,0.966
17,self_attn.q_proj,0.0001000276,0.01000,1.047
17,self_attn.o_proj,0.0000082876,0.01000,0.872
17,mlp.up_proj,0.0002808846,0.01000,1.258
17,mlp.gate_proj,0.0002734669,0.01000,1.458
17,mlp.down_proj,0.0000334005,0.01000,5.798
18,self_attn.k_proj,0.0000105211,0.01000,0.814
18,self_attn.v_proj,0.0000072344,0.01000,0.938
18,self_attn.q_proj,0.0000695533,0.01000,1.058
18,self_attn.o_proj,0.0000107001,0.01000,0.855
18,mlp.up_proj,0.0002793578,0.01000,1.267
18,mlp.gate_proj,0.0002844280,0.01000,1.433
18,mlp.down_proj,0.0000327714,0.01000,5.815
19,self_attn.k_proj,0.0000138209,0.01000,0.815
19,self_attn.v_proj,0.0000073532,0.01000,0.981
19,self_attn.q_proj,0.0000787495,0.01000,1.035
19,self_attn.o_proj,0.0000141919,0.01000,0.860
19,mlp.up_proj,0.0002917440,0.01000,1.279
19,mlp.gate_proj,0.0002779355,0.01000,1.466
19,mlp.down_proj,0.0000348182,0.01000,5.919
20,self_attn.k_proj,0.0000148720,0.01000,0.809
20,self_attn.v_proj,0.0000153652,0.01000,0.947
20,self_attn.q_proj,0.0001268868,0.01000,1.044
20,self_attn.o_proj,0.0000144658,0.01000,0.898
20,mlp.up_proj,0.0002994745,0.01000,1.257
20,mlp.gate_proj,0.0002846686,0.01000,1.492
20,mlp.down_proj,0.0000368326,0.01000,5.743
21,self_attn.k_proj,0.0000156987,0.01000,0.805
21,self_attn.v_proj,0.0000106210,0.01000,0.960
21,self_attn.q_proj,0.0001002546,0.01000,1.037
21,self_attn.o_proj,0.0000146610,0.01000,0.857
21,mlp.up_proj,0.0002965496,0.01000,1.246
21,mlp.gate_proj,0.0003081043,0.01000,1.442
21,mlp.down_proj,0.0000344560,0.01000,5.833
22,self_attn.k_proj,0.0000173251,0.01000,0.804
22,self_attn.v_proj,0.0000140873,0.01000,0.927
22,self_attn.q_proj,0.0001122801,0.01000,1.071
22,self_attn.o_proj,0.0000133687,0.01000,0.844
22,mlp.up_proj,0.0003124048,0.01000,1.239
22,mlp.gate_proj,0.0003140313,0.01000,1.444
22,mlp.down_proj,0.0000389252,0.01000,5.789
23,self_attn.k_proj,0.0000163081,0.01000,0.801
23,self_attn.v_proj,0.0000082156,0.01000,0.956
23,self_attn.q_proj,0.0001085508,0.01000,1.054
23,self_attn.o_proj,0.0000132865,0.01000,0.909
23,mlp.up_proj,0.0003312602,0.01000,1.256
23,mlp.gate_proj,0.0003125843,0.01000,1.451
23,mlp.down_proj,0.0000449463,0.01000,5.860
24,self_attn.k_proj,0.0000117927,0.01000,0.808
24,self_attn.v_proj,0.0000095944,0.01000,0.946
24,self_attn.q_proj,0.0000859839,0.01000,1.085
24,self_attn.o_proj,0.0000164134,0.01000,0.880
24,mlp.up_proj,0.0003249357,0.01000,1.273
24,mlp.gate_proj,0.0003116763,0.01000,1.457
24,mlp.down_proj,0.0000475716,0.01000,5.866
25,self_attn.k_proj,0.0000118981,0.01000,0.799
25,self_attn.v_proj,0.0000155970,0.01000,0.937
25,self_attn.q_proj,0.0001272657,0.01000,1.062
25,self_attn.o_proj,0.0000146960,0.01000,0.887
25,mlp.up_proj,0.0003600306,0.01000,1.236
25,mlp.gate_proj,0.0003472552,0.01000,1.454
25,mlp.down_proj,0.0000608507,0.01000,5.869
26,self_attn.k_proj,0.0000131005,0.01000,0.830
26,self_attn.v_proj,0.0000162502,0.01000,0.932
26,self_attn.q_proj,0.0001019270,0.01000,1.023
26,self_attn.o_proj,0.0000203429,0.01000,0.859
26,mlp.up_proj,0.0004056113,0.01000,1.244
26,mlp.gate_proj,0.0003725493,0.01000,1.458
26,mlp.down_proj,0.0000796375,0.01000,5.681
27,self_attn.k_proj,0.0000139136,0.01000,0.825
27,self_attn.v_proj,0.0000202538,0.01000,0.979
27,self_attn.q_proj,0.0001554173,0.01000,1.039
27,self_attn.o_proj,0.0000282906,0.01000,0.861
27,mlp.up_proj,0.0004170231,0.01000,1.249
27,mlp.gate_proj,0.0004015936,0.01000,1.456
27,mlp.down_proj,0.0000958705,0.01000,5.788
28,self_attn.k_proj,0.0000122405,0.01000,0.776
28,self_attn.v_proj,0.0000187457,0.01000,0.948
28,self_attn.q_proj,0.0001080397,0.01000,1.040
28,self_attn.o_proj,0.0000313589,0.01000,0.855
28,mlp.up_proj,0.0004746012,0.01000,1.238
28,mlp.gate_proj,0.0004647125,0.01000,1.446
28,mlp.down_proj,0.0001134678,0.01000,6.192
29,self_attn.k_proj,0.0000137647,0.01000,0.829
29,self_attn.v_proj,0.0000193661,0.01000,0.852
29,self_attn.q_proj,0.0001168016,0.01000,0.966
29,self_attn.o_proj,0.0000231370,0.01000,0.849
29,mlp.up_proj,0.0005907184,0.01000,1.244
29,mlp.gate_proj,0.0005698081,0.01000,1.289
29,mlp.down_proj,0.0001569787,0.01000,5.859
30,self_attn.k_proj,0.0000132864,0.01000,0.822
30,self_attn.v_proj,0.0000392088,0.01000,0.817
30,self_attn.q_proj,0.0001281306,0.01000,0.969
30,self_attn.o_proj,0.0000224390,0.01000,0.913
30,mlp.up_proj,0.0007513891,0.01000,1.289
30,mlp.gate_proj,0.0006833234,0.01000,1.275
30,mlp.down_proj,0.0004827534,0.01000,5.970
31,self_attn.k_proj,0.0000166920,0.01000,0.831
31,self_attn.v_proj,0.0000437652,0.01000,0.804
31,self_attn.q_proj,0.0001341382,0.01000,0.885
31,self_attn.o_proj,0.0000501668,0.01000,0.908
31,mlp.up_proj,0.0009217911,0.01000,1.288
31,mlp.gate_proj,0.0007918940,0.01000,1.261
31,mlp.down_proj,0.0004733071,0.01000,5.962
32,self_attn.k_proj,0.0000243601,0.01000,0.817
32,self_attn.v_proj,0.0001631457,0.01000,0.843
32,self_attn.q_proj,0.0001809742,0.01000,0.970
32,self_attn.o_proj,0.0000456630,0.01000,0.880
32,mlp.up_proj,0.0009780343,0.01000,1.280
32,mlp.gate_proj,0.0008546641,0.01000,1.292
32,mlp.down_proj,0.0005228461,0.01000,5.784
33,self_attn.k_proj,0.0000216745,0.01000,0.798
33,self_attn.v_proj,0.0003430750,0.01000,0.788
33,self_attn.q_proj,0.0002071849,0.01000,0.910
33,self_attn.o_proj,0.0000640178,0.01000,0.871
33,mlp.up_proj,0.0010192485,0.01000,1.268
33,mlp.gate_proj,0.0008217757,0.01000,1.280
33,mlp.down_proj,0.0009886229,0.01000,5.728
34,self_attn.k_proj,0.0000143532,0.01000,0.787
34,self_attn.v_proj,0.0000437221,0.01000,0.766
34,self_attn.q_proj,0.0001357298,0.01000,0.871
34,self_attn.o_proj,0.0000617519,0.01000,0.831
34,mlp.up_proj,0.0011037191,0.01000,1.245
34,mlp.gate_proj,0.0009402909,0.01000,1.234
34,mlp.down_proj,0.0007564266,0.01000,5.760
35,self_attn.k_proj,0.0000145429,0.01000,0.831
35,self_attn.v_proj,0.0000407950,0.01000,0.820
35,self_attn.q_proj,0.0001298705,0.01000,0.928
35,self_attn.o_proj,0.0000594913,0.01000,0.886
35,mlp.up_proj,0.0014363282,0.01000,1.222
35,mlp.gate_proj,0.0013654838,0.01000,1.257
35,mlp.down_proj,0.0009780786,0.01000,5.553
